nTrades,ROI,PeakPerformance,MeanReturn,MaxLoss,MaxGain,AvgGain,AvgLoss,MaxDrawdown,SharpeRatio,PosReturnPercent,Informed
38,0.32,0.32,0.0026,-0.19,0.16,0.04,-0.06,0.35,1.13,0.68,1.0
44,-0.14,0.63,-0.0012,-0.34,0.15,0.04,-0.06,0.77,-0.37,0.57,1.0
42,0.6,0.63,0.0049,-0.06,0.24,0.05,-0.02,0.14,2.34,0.5,1.0
49,0.99,1.03,0.0082,-0.12,0.26,0.05,-0.03,0.23,3.03,0.65,1.0
46,1.15,1.18,0.0095,-0.07,0.2,0.06,-0.02,0.14,3.85,0.57,1.0
44,0.5,0.5,0.0042,-0.13,0.2,0.05,-0.03,0.17,2.08,0.52,1.0
42,0.63,0.68,0.0052,-0.17,0.46,0.05,-0.04,0.29,1.6,0.6,1.0
45,1.06,1.06,0.0087,-0.19,0.59,0.06,-0.04,0.2,2.13,0.62,1.0
46,1.15,1.18,0.0095,-0.06,0.53,0.05,-0.02,0.11,2.71,0.7,1.0
43,0.91,0.94,0.0075,-0.05,0.26,0.04,-0.02,0.09,3.35,0.63,1.0
45,0.25,0.33,0.0021,-0.23,0.23,0.04,-0.04,0.33,0.78,0.58,1.0
42,0.3,0.68,0.0025,-0.31,0.19,0.04,-0.04,0.39,0.97,0.6,1.0
41,-0.2,0.03,-0.0016,-0.31,0.13,0.04,-0.05,0.34,-0.59,0.51,1.0
43,0.64,0.64,0.0053,-0.2,0.26,0.05,-0.03,0.2,2.2,0.58,1.0
45,1.01,1.02,0.0083,-0.08,0.34,0.05,-0.02,0.15,3.2,0.6,1.0
43,1.05,1.06,0.0086,-0.19,0.28,0.06,-0.04,0.19,3.12,0.65,1.0
46,0.31,0.31,0.0026,-0.21,0.3,0.04,-0.04,0.3,1.02,0.57,1.0
43,1.08,1.08,0.0089,-0.06,0.23,0.04,-0.02,0.09,4.15,0.72,1.0
42,-0.14,0,-0.0011,-0.17,0.13,0.03,-0.03,0.27,-0.61,0.45,1.0
43,0.25,0.41,0.0021,-0.28,0.17,0.04,-0.04,0.31,0.85,0.6,1.0
41,0.86,0.86,0.0071,-0.08,0.42,0.07,-0.03,0.18,2.12,0.51,1.0
43,0.54,0.55,0.0044,-0.21,0.2,0.04,-0.04,0.21,1.94,0.67,1.0
47,0.52,0.52,0.0043,-0.1,0.47,0.05,-0.03,0.28,1.39,0.53,1.0
46,0.59,0.62,0.0049,-0.14,0.19,0.04,-0.03,0.17,2.15,0.59,1.0
40,0.97,0.98,0.008,-0.07,0.22,0.05,-0.02,0.08,3.86,0.65,1.0
40,0.79,0.79,0.0065,-0.11,0.3,0.05,-0.03,0.18,2.61,0.62,1.0
46,0.79,0.79,0.0065,-0.11,0.2,0.04,-0.02,0.16,3.3,0.63,1.0
43,0.39,0.39,0.0032,-0.26,0.23,0.04,-0.04,0.26,1.32,0.63,1.0
41,0.98,0.98,0.0081,-0.04,0.22,0.05,-0.02,0.07,3.58,0.59,1.0
42,0.59,0.59,0.0048,-0.1,0.2,0.04,-0.02,0.15,2.41,0.55,1.0
45,0.55,0.63,0.0046,-0.11,0.13,0.04,-0.03,0.15,2.47,0.6,1.0
42,0.64,0.64,0.0053,-0.21,0.33,0.04,-0.04,0.21,1.96,0.67,1.0
46,0.29,0.39,0.0024,-0.39,0.32,0.04,-0.05,0.42,0.74,0.59,1.0
43,0.4,0.4,0.0033,-0.07,0.16,0.04,-0.02,0.18,1.83,0.51,1.0
42,0.69,0.71,0.0057,-0.18,0.39,0.06,-0.04,0.19,1.76,0.55,1.0
43,0.43,0.49,0.0035,-0.05,0.18,0.03,-0.02,0.08,2.33,0.58,1.0
46,0.95,1,0.0079,-0.1,0.52,0.06,-0.03,0.15,2.17,0.59,1.0
47,0.23,0.52,0.0019,-0.31,0.16,0.04,-0.04,0.34,0.72,0.57,1.0
39,0.9,0.94,0.0074,-0.12,0.47,0.05,-0.03,0.12,2.46,0.72,1.0
45,-0.1,0.22,-0.0008,-0.31,0.21,0.04,-0.05,0.58,-0.25,0.53,1.0
43,0.2,0.21,0.0017,-0.26,0.38,0.05,-0.03,0.34,0.57,0.49,1.0
43,0.34,0.69,0.0028,-0.29,0.19,0.04,-0.04,0.38,1.13,0.6,1.0
43,1.16,1.16,0.0096,-0.1,0.55,0.06,-0.03,0.11,2.62,0.65,1.0
45,0.16,0.32,0.0014,-0.26,0.25,0.05,-0.05,0.35,0.48,0.53,1.0
42,1.33,1.35,0.011,-0.11,0.56,0.05,-0.03,0.12,2.96,0.74,1.0
44,0.61,0.65,0.0051,-0.27,0.22,0.05,-0.05,0.35,1.86,0.66,1.0
44,0.5,0.5,0.0041,-0.22,0.33,0.04,-0.05,0.26,1.46,0.68,1.0
41,0.77,0.84,0.0063,-0.09,0.2,0.04,-0.02,0.09,3.43,0.63,1.0
43,0.42,0.42,0.0034,-0.21,0.09,0.03,-0.03,0.22,1.88,0.63,1.0
40,0.58,0.8,0.0048,-0.17,0.37,0.05,-0.04,0.22,1.76,0.62,1.0
45,0.98,0.98,0.0081,-0.12,0.25,0.04,-0.03,0.17,3.32,0.71,1.0
39,0.23,0.27,0.0019,-0.21,0.12,0.03,-0.05,0.21,0.94,0.69,1.0
44,0.56,0.56,0.0047,-0.09,0.26,0.05,-0.02,0.13,2.03,0.5,1.0
43,0.82,0.9,0.0068,-0.08,0.51,0.06,-0.03,0.16,2,0.56,1.0
48,0.38,0.38,0.0032,-0.32,0.38,0.04,-0.04,0.34,0.99,0.58,1.0
43,0.77,0.77,0.0063,-0.12,0.36,0.04,-0.03,0.17,2.42,0.65,1.0
43,0.6,0.6,0.0049,-0.08,0.25,0.05,-0.03,0.22,2.14,0.56,1.0
40,0.58,0.58,0.0048,-0.08,0.26,0.05,-0.04,0.25,2.16,0.62,1.0
43,0.91,0.91,0.0075,-0.09,0.31,0.07,-0.02,0.11,2.86,0.47,1.0
40,0.54,0.54,0.0045,-0.2,0.2,0.05,-0.03,0.24,1.95,0.6,1.0
44,0.76,0.76,0.0062,-0.16,0.14,0.04,-0.05,0.18,3.12,0.75,1.0
43,0.24,0.24,0.002,-0.13,0.23,0.04,-0.03,0.37,0.96,0.51,1.0
46,0.47,0.59,0.0039,-0.27,0.2,0.04,-0.04,0.36,1.48,0.63,1.0
46,0.77,0.77,0.0064,-0.15,0.55,0.05,-0.04,0.23,1.68,0.61,1.0
45,-0.01,0.22,-0.0001,-0.31,0.1,0.04,-0.04,0.36,-0.02,0.56,1.0
43,0.71,0.72,0.0059,-0.17,0.17,0.04,-0.04,0.24,2.75,0.7,1.0
43,-0.1,0.44,-0.0008,-0.35,0.1,0.03,-0.05,0.54,-0.31,0.6,1.0
48,0.78,0.78,0.0064,-0.09,0.2,0.04,-0.03,0.18,2.79,0.6,1.0
43,0.08,0.48,0.0006,-0.31,0.15,0.04,-0.06,0.45,0.22,0.65,1.0
45,0.38,0.44,0.0032,-0.18,0.13,0.04,-0.04,0.18,1.51,0.62,1.0
45,0.25,0.25,0.0021,-0.14,0.14,0.03,-0.02,0.15,1.19,0.51,1.0
45,0.62,0.64,0.0051,-0.07,0.19,0.04,-0.02,0.19,2.82,0.58,1.0
48,0.61,0.61,0.005,-0.12,0.27,0.04,-0.03,0.3,2.09,0.62,1.0
41,0.26,0.64,0.0022,-0.27,0.11,0.04,-0.05,0.39,0.93,0.66,1.0
41,0.58,0.58,0.0048,-0.11,0.22,0.04,-0.02,0.17,2.34,0.56,1.0
43,0.04,0.48,0.0003,-0.31,0.2,0.03,-0.05,0.45,0.13,0.63,1.0
44,0.9,0.9,0.0075,-0.2,0.34,0.04,-0.04,0.25,2.88,0.75,1.0
41,0.5,0.5,0.0041,-0.14,0.21,0.04,-0.04,0.16,2.09,0.66,1.0
43,0.72,0.72,0.006,-0.1,0.14,0.04,-0.03,0.14,3.21,0.67,1.0
43,0.8,0.8,0.0066,-0.18,0.18,0.05,-0.02,0.19,3.13,0.56,1.0
45,0.8,0.8,0.0066,-0.12,0.2,0.04,-0.03,0.12,3.04,0.67,1.0
40,0.6,0.65,0.005,-0.19,0.23,0.05,-0.04,0.19,2,0.65,1.0
44,0.52,0.6,0.0043,-0.12,0.1,0.04,-0.03,0.16,2.34,0.59,1.0
44,0.92,0.92,0.0076,-0.11,0.4,0.06,-0.04,0.18,2.31,0.64,1.0
44,1.32,1.32,0.0109,-0.06,0.52,0.06,-0.02,0.1,3.17,0.64,1.0
42,-0.1,0.09,-0.0008,-0.18,0.09,0.03,-0.04,0.37,-0.49,0.52,1.0
43,0.57,0.57,0.0047,-0.12,0.16,0.04,-0.04,0.15,2.32,0.65,1.0
47,0.75,0.75,0.0062,-0.15,0.24,0.05,-0.03,0.16,2.45,0.6,1.0
42,-0.13,0.08,-0.0011,-0.28,0.15,0.04,-0.05,0.37,-0.46,0.52,1.0
42,0.88,0.88,0.0072,-0.15,0.2,0.05,-0.03,0.15,3.12,0.69,1.0
46,0.7,0.7,0.0058,-0.19,0.44,0.05,-0.04,0.2,1.86,0.63,1.0
42,0.51,0.81,0.0042,-0.31,0.23,0.04,-0.06,0.34,1.46,0.69,1.0
44,1,1,0.0082,-0.15,0.55,0.06,-0.03,0.15,2.21,0.61,1.0
44,-0.42,0.14,-0.0035,-0.38,0.06,0.02,-0.05,0.58,-1.35,0.57,1.0
43,0.64,0.64,0.0053,-0.22,0.29,0.05,-0.03,0.23,2.14,0.56,1.0
45,0.39,0.39,0.0032,-0.16,0.12,0.03,-0.04,0.24,1.74,0.69,1.0
44,1.12,1.12,0.0092,-0.08,0.24,0.04,-0.03,0.11,4.12,0.75,1.0
45,0.66,0.66,0.0055,-0.18,0.5,0.05,-0.04,0.27,1.62,0.6,1.0
41,0.53,0.53,0.0044,-0.23,0.21,0.04,-0.03,0.25,1.91,0.59,1.0
43,1.03,1.03,0.0085,-0.08,0.57,0.04,-0.02,0.08,2.44,0.67,1.0
43,0.41,0.47,0.0034,-0.11,0.13,0.04,-0.03,0.24,1.79,0.53,1.0
45,1.72,1.72,0.0142,-0.07,0.51,0.07,-0.03,0.1,3.84,0.71,1.0
39,0.67,0.74,0.0056,-0.28,0.2,0.06,-0.03,0.29,2.01,0.54,1.0
49,-0.03,0.43,-0.0003,-0.44,0.32,0.05,-0.05,0.79,-0.07,0.53,1.0
39,0.56,0.62,0.0047,-0.25,0.2,0.06,-0.05,0.31,1.66,0.56,1.0
43,0.33,0.35,0.0028,-0.24,0.22,0.04,-0.05,0.25,1.05,0.65,1.0
43,0.07,0.27,0.0006,-0.28,0.17,0.04,-0.04,0.33,0.26,0.53,1.0
43,0.76,0.76,0.0063,-0.22,0.51,0.06,-0.04,0.29,1.74,0.56,1.0
43,0.78,0.78,0.0065,-0.12,0.23,0.05,-0.03,0.12,2.56,0.58,1.0
45,-0.06,0.2,-0.0005,-0.32,0.11,0.04,-0.05,0.32,-0.17,0.58,1.0
43,0.5,0.62,0.0041,-0.11,0.23,0.05,-0.02,0.15,1.89,0.49,1.0
43,0.4,0.4,0.0033,-0.18,0.39,0.04,-0.03,0.18,1.22,0.56,1.0
46,0.55,0.58,0.0045,-0.13,0.21,0.04,-0.03,0.14,2.08,0.59,1.0
41,0.85,0.85,0.007,-0.09,0.51,0.05,-0.03,0.11,2.19,0.61,1.0
41,0.94,0.94,0.0077,-0.07,0.19,0.04,-0.04,0.16,3.78,0.73,1.0
44,0.43,0.43,0.0035,-0.17,0.12,0.04,-0.04,0.17,1.85,0.64,1.0
44,0.31,0.33,0.0026,-0.32,0.33,0.04,-0.04,0.34,0.88,0.61,1.0
43,0.45,0.45,0.0038,-0.19,0.2,0.05,-0.03,0.21,1.73,0.53,1.0
43,0.79,0.79,0.0065,-0.11,0.21,0.04,-0.03,0.26,3.15,0.67,1.0
43,0.27,0.49,0.0022,-0.4,0.31,0.05,-0.06,0.59,0.63,0.63,1.0
44,0.33,0.33,0.0027,-0.19,0.21,0.04,-0.05,0.25,1.18,0.66,1.0
44,0.76,0.76,0.0063,-0.05,0.18,0.04,-0.02,0.08,3.57,0.57,1.0
44,0.11,0.11,0.0009,-0.26,0.32,0.06,-0.03,0.32,0.33,0.41,1.0
44,-0.41,0.09,-0.0034,-0.32,0.09,0.03,-0.05,0.49,-1.32,0.48,1.0
44,0.81,0.81,0.0067,-0.17,0.29,0.05,-0.03,0.19,2.49,0.59,1.0
44,0.9,0.9,0.0075,-0.14,0.19,0.05,-0.03,0.15,3.36,0.64,1.0
46,0.38,0.39,0.0031,-0.24,0.29,0.04,-0.03,0.24,1.26,0.57,1.0
46,0.5,0.5,0.0042,-0.13,0.21,0.04,-0.03,0.24,1.95,0.63,1.0
43,1.08,1.08,0.0089,-0.08,0.46,0.07,-0.02,0.12,2.77,0.53,1.0
44,0.5,0.5,0.0041,-0.08,0.23,0.05,-0.03,0.27,1.83,0.57,1.0
44,0.61,0.61,0.005,-0.16,0.18,0.04,-0.03,0.16,2.44,0.64,1.0
43,0.75,0.75,0.0062,-0.09,0.21,0.04,-0.03,0.15,2.97,0.65,1.0
43,0.47,0.47,0.0039,-0.13,0.16,0.04,-0.04,0.23,2.01,0.67,1.0
44,1.27,1.27,0.0105,-0.05,0.44,0.06,-0.02,0.13,3.32,0.59,1.0
44,0.63,0.68,0.0052,-0.07,0.33,0.04,-0.03,0.16,2.26,0.59,1.0
43,0.45,0.45,0.0037,-0.12,0.32,0.05,-0.03,0.41,1.54,0.53,1.0
43,1.03,1.04,0.0085,-0.11,0.35,0.06,-0.03,0.15,2.91,0.56,1.0
40,-0.05,0.28,-0.0004,-0.3,0.24,0.05,-0.05,0.51,-0.15,0.53,1.0
40,-0.03,0.15,-0.0003,-0.27,0.17,0.04,-0.04,0.39,-0.11,0.47,1.0
41,0.01,0.31,0.0001,-0.3,0.11,0.03,-0.06,0.3,0.04,0.63,1.0
49,0.38,0.53,0.0031,-0.15,0.12,0.04,-0.04,0.19,1.5,0.61,1.0
49,1,1,0.0082,-0.09,0.48,0.06,-0.02,0.21,2.51,0.53,1.0
46,0.44,0.47,0.0036,-0.1,0.14,0.03,-0.03,0.16,2.21,0.63,1.0
46,0.84,0.84,0.0069,-0.14,0.24,0.04,-0.02,0.3,3.12,0.61,1.0
42,-0.57,0.04,-0.0047,-0.59,0.16,0.04,-0.08,0.76,-1.11,0.55,1.0
42,-0.55,0.11,-0.0045,-0.63,0.13,0.03,-0.06,0.67,-1.14,0.48,1.0
43,0.44,0.47,0.0036,-0.14,0.3,0.05,-0.03,0.18,1.46,0.51,1.0
43,0.7,0.7,0.0058,-0.22,0.34,0.05,-0.04,0.26,1.85,0.6,1.0
43,0.15,0.46,0.0013,-0.3,0.21,0.04,-0.06,0.33,0.47,0.67,1.0
42,0.79,0.8,0.0065,-0.11,0.28,0.04,-0.03,0.12,2.95,0.74,1.0
43,1.14,1.16,0.0094,-0.11,0.43,0.05,-0.03,0.15,3.04,0.67,1.0
43,0.57,0.57,0.0047,-0.1,0.42,0.05,-0.04,0.2,1.63,0.58,1.0
44,0.3,0.36,0.0025,-0.15,0.19,0.04,-0.04,0.23,1.18,0.59,1.0
44,1.08,1.11,0.0089,-0.08,0.49,0.06,-0.02,0.11,2.65,0.59,1.0
43,0.27,0.31,0.0022,-0.21,0.16,0.04,-0.04,0.29,1.04,0.58,1.0
43,0.25,0.3,0.0021,-0.16,0.09,0.03,-0.03,0.16,1.24,0.6,1.0
43,0.68,0.68,0.0056,-0.22,0.32,0.04,-0.04,0.31,2.16,0.67,1.0
44,0.75,0.75,0.0062,-0.22,0.39,0.05,-0.04,0.26,1.91,0.64,1.0
44,0.26,0.37,0.0021,-0.24,0.16,0.05,-0.04,0.32,0.8,0.5,1.0
42,0.59,0.6,0.0049,-0.12,0.39,0.04,-0.04,0.19,1.83,0.69,1.0
42,0.67,0.68,0.0055,-0.1,0.16,0.04,-0.02,0.11,3.04,0.57,1.0
44,0.44,0.58,0.0036,-0.27,0.29,0.05,-0.04,0.34,1.23,0.55,1.0
44,-0.2,0.26,-0.0016,-0.31,0.24,0.03,-0.05,0.46,-0.58,0.57,1.0
44,0.14,0.33,0.0012,-0.29,0.19,0.04,-0.03,0.34,0.46,0.48,1.0
44,1.1,1.1,0.0091,-0.1,0.22,0.05,-0.02,0.1,3.97,0.66,1.0
44,0.13,0.39,0.0011,-0.26,0.18,0.03,-0.04,0.28,0.48,0.59,1.0
42,0.49,0.49,0.004,-0.15,0.25,0.04,-0.03,0.27,1.88,0.6,1.0
42,0.63,0.63,0.0052,-0.17,0.26,0.05,-0.03,0.2,2.24,0.62,1.0
41,0.63,0.63,0.0052,-0.13,0.31,0.05,-0.03,0.31,1.95,0.56,1.0
41,0.96,0.96,0.0079,-0.13,0.27,0.05,-0.02,0.17,3.03,0.61,1.0
42,1.03,1.04,0.0085,-0.23,0.26,0.05,-0.04,0.23,2.92,0.69,1.0
42,0.62,0.65,0.0051,-0.23,0.35,0.05,-0.05,0.23,1.63,0.62,1.0
42,0.33,0.43,0.0028,-0.24,0.17,0.05,-0.05,0.3,1,0.57,1.0
45,0.46,0.51,0.0038,-0.25,0.28,0.06,-0.03,0.31,1.24,0.47,1.0
45,0.57,0.57,0.0047,-0.2,0.29,0.05,-0.05,0.29,1.58,0.62,1.0
45,0.74,0.88,0.0061,-0.23,0.2,0.04,-0.05,0.27,2.45,0.69,1.0
45,1.05,1.05,0.0087,-0.16,0.46,0.05,-0.04,0.19,2.63,0.67,1.0
44,0.93,0.93,0.0077,-0.08,0.24,0.05,-0.02,0.11,3.21,0.59,1.0
44,0.69,0.69,0.0057,-0.06,0.17,0.04,-0.02,0.13,3.49,0.61,1.0
45,0.84,0.84,0.007,-0.12,0.25,0.05,-0.03,0.15,2.87,0.64,1.0
45,0.69,0.69,0.0057,-0.14,0.18,0.04,-0.03,0.14,3,0.67,1.0
45,0.28,0.28,0.0023,-0.2,0.22,0.04,-0.03,0.24,1.07,0.51,1.0
45,0.52,0.55,0.0043,-0.1,0.14,0.03,-0.03,0.11,2.56,0.64,1.0
46,0.72,0.72,0.006,-0.16,0.46,0.06,-0.03,0.2,1.76,0.52,1.0
46,0.54,0.54,0.0045,-0.2,0.31,0.04,-0.04,0.22,1.66,0.63,1.0
44,-0.05,0.19,-0.0004,-0.2,0.16,0.03,-0.04,0.28,-0.18,0.55,1.0
44,0.01,0.17,0.0001,-0.31,0.14,0.03,-0.04,0.52,0.02,0.52,1.0
40,0.33,0.33,0.0028,-0.21,0.25,0.05,-0.05,0.22,0.99,0.62,1.0
40,0.64,0.64,0.0053,-0.26,0.31,0.05,-0.04,0.29,1.81,0.62,1.0
43,0.57,0.59,0.0047,-0.21,0.55,0.05,-0.03,0.22,1.32,0.53,1.0
43,0.53,0.58,0.0044,-0.25,0.23,0.04,-0.03,0.27,1.71,0.58,1.0
42,0.57,0.62,0.0047,-0.12,0.2,0.05,-0.04,0.31,2.03,0.57,1.0
42,0.67,0.67,0.0055,-0.22,0.2,0.05,-0.02,0.22,2.53,0.55,1.0
42,1.06,1.06,0.0088,-0.06,0.22,0.06,-0.02,0.08,3.93,0.57,1.0
43,1.11,1.11,0.0092,-0.11,0.28,0.06,-0.02,0.13,3.39,0.58,1.0
43,0.68,0.68,0.0056,-0.09,0.23,0.04,-0.02,0.1,2.95,0.63,1.0
41,1.04,1.04,0.0086,-0.06,0.34,0.05,-0.03,0.07,3.24,0.73,1.0
41,0.64,0.64,0.0052,-0.12,0.33,0.05,-0.03,0.2,2.09,0.59,1.0
41,0.73,0.73,0.006,-0.15,0.43,0.06,-0.03,0.21,1.95,0.56,1.0
41,0.63,0.63,0.0052,-0.09,0.21,0.04,-0.03,0.13,2.55,0.66,1.0
41,0.13,0.13,0.0011,-0.1,0.18,0.03,-0.03,0.3,0.65,0.56,1.0
46,0.72,0.72,0.0059,-0.11,0.18,0.04,-0.04,0.13,2.89,0.7,1.0
46,1.06,1.06,0.0087,-0.1,0.27,0.05,-0.03,0.18,3.66,0.7,1.0
44,0.74,0.8,0.0061,-0.07,0.19,0.04,-0.03,0.1,3.34,0.64,1.0
44,0.85,0.86,0.007,-0.08,0.21,0.05,-0.02,0.19,2.99,0.55,1.0
44,-0.09,0.36,-0.0007,-0.29,0.24,0.03,-0.06,0.5,-0.24,0.66,1.0
44,0.04,0.29,0.0004,-0.32,0.17,0.04,-0.05,0.36,0.13,0.55,1.0
43,1.19,1.2,0.0098,-0.05,0.45,0.05,-0.02,0.1,3.15,0.65,1.0
43,0.96,0.98,0.0079,-0.05,0.22,0.05,-0.01,0.07,4.01,0.6,1.0
43,1,1,0.0083,-0.13,0.53,0.06,-0.03,0.22,2.35,0.56,1.0
44,0.49,0.49,0.004,-0.12,0.25,0.04,-0.04,0.14,1.77,0.59,1.0
44,1.12,1.12,0.0092,-0.12,0.39,0.06,-0.04,0.2,2.93,0.66,1.0
43,0.78,0.8,0.0064,-0.15,0.29,0.05,-0.04,0.21,2.27,0.67,1.0
43,1.16,1.16,0.0096,-0.08,0.49,0.05,-0.03,0.24,2.85,0.67,1.0
43,0.42,0.45,0.0034,-0.14,0.23,0.04,-0.03,0.17,1.67,0.58,1.0
43,0.79,0.79,0.0065,-0.05,0.21,0.04,-0.02,0.12,3.16,0.6,1.0
46,0.97,0.97,0.008,-0.12,0.3,0.05,-0.03,0.17,3.16,0.61,1.0
46,0.38,0.38,0.0031,-0.29,0.44,0.05,-0.04,0.38,0.93,0.5,1.0
47,0.62,0.62,0.0051,-0.06,0.13,0.03,-0.03,0.12,3.07,0.66,1.0
47,0.82,0.82,0.0068,-0.08,0.22,0.03,-0.03,0.14,3.7,0.72,1.0
42,0.73,0.73,0.006,-0.09,0.36,0.04,-0.03,0.14,2.25,0.64,1.0
47,0.78,0.87,0.0065,-0.24,0.24,0.04,-0.03,0.26,2.6,0.64,1.0
47,1.1,1.1,0.009,-0.16,0.4,0.05,-0.03,0.17,2.93,0.64,1.0
46,1.07,1.07,0.0089,-0.18,0.44,0.05,-0.03,0.24,2.65,0.67,1.0
46,-0.09,0.43,-0.0008,-0.57,0.17,0.04,-0.05,0.6,-0.2,0.5,1.0
46,0.31,0.52,0.0026,-0.41,0.27,0.04,-0.06,0.41,0.72,0.65,1.0
45,0.58,0.64,0.0048,-0.07,0.24,0.06,-0.03,0.24,1.98,0.44,1.0
46,1.35,1.35,0.0111,-0.07,0.44,0.06,-0.01,0.11,3.31,0.61,1.0
46,0.51,0.63,0.0042,-0.11,0.2,0.03,-0.03,0.16,2.31,0.63,1.0
43,0.11,0.33,0.0009,-0.28,0.23,0.04,-0.04,0.33,0.32,0.53,1.0
43,0.62,0.62,0.0051,-0.19,0.47,0.06,-0.04,0.26,1.43,0.56,1.0
43,0.5,0.86,0.0041,-0.29,0.21,0.04,-0.05,0.36,1.49,0.65,1.0
45,0.69,0.69,0.0057,-0.05,0.12,0.04,-0.02,0.12,3.53,0.64,1.0
41,0.12,0.26,0.001,-0.35,0.32,0.05,-0.05,0.54,0.3,0.54,1.0
43,0.59,0.59,0.0049,-0.18,0.47,0.04,-0.05,0.18,1.51,0.7,1.0
43,0.4,0.48,0.0033,-0.24,0.23,0.04,-0.04,0.35,1.31,0.6,1.0
44,0.36,0.36,0.003,-0.2,0.12,0.04,-0.03,0.24,1.55,0.57,1.0
47,0.12,0.47,0.001,-0.31,0.11,0.03,-0.04,0.35,0.39,0.6,1.0
42,0.69,0.69,0.0057,-0.1,0.25,0.04,-0.02,0.11,2.9,0.62,1.0
42,0.37,0.39,0.0031,-0.12,0.16,0.03,-0.03,0.21,1.83,0.64,1.0
41,0.61,0.61,0.005,-0.16,0.46,0.06,-0.04,0.24,1.59,0.56,1.0
41,1,1.01,0.0083,-0.18,0.5,0.06,-0.03,0.19,2.39,0.59,1.0
47,0.32,0.33,0.0026,-0.19,0.37,0.04,-0.03,0.24,0.97,0.53,1.0
44,0.88,0.88,0.0073,-0.11,0.25,0.04,-0.03,0.15,3.33,0.66,1.0
44,0.79,0.79,0.0065,-0.09,0.18,0.04,-0.04,0.13,2.98,0.68,1.0
40,0.88,0.94,0.0073,-0.12,0.25,0.04,-0.04,0.12,2.82,0.72,1.0
43,0.31,0.34,0.0026,-0.35,0.57,0.07,-0.04,0.64,0.59,0.44,1.0
43,0.92,0.93,0.0076,-0.19,0.39,0.06,-0.04,0.19,2.49,0.6,1.0
43,0.34,0.36,0.0028,-0.21,0.33,0.04,-0.04,0.21,1.02,0.56,1.0
41,1.18,1.18,0.0097,-0.03,0.53,0.05,-0.02,0.1,2.9,0.66,1.0
41,0.99,0.99,0.0082,-0.06,0.25,0.05,-0.02,0.11,3.77,0.68,1.0
41,0.4,0.4,0.0033,-0.36,0.46,0.05,-0.05,0.43,0.9,0.61,1.0
42,0.72,0.73,0.006,-0.07,0.42,0.05,-0.03,0.14,2.16,0.62,1.0
42,0.26,0.26,0.0021,-0.2,0.11,0.03,-0.03,0.24,1.21,0.62,1.0
45,0.57,0.7,0.0047,-0.11,0.16,0.04,-0.03,0.14,2.27,0.62,1.0
44,0.49,0.49,0.0041,-0.17,0.19,0.04,-0.03,0.22,1.88,0.57,1.0
44,0.63,0.68,0.0052,-0.13,0.34,0.05,-0.04,0.18,1.82,0.59,1.0
46,0.39,0.42,0.0032,-0.22,0.17,0.04,-0.05,0.26,1.27,0.67,1.0
43,1.01,1.01,0.0083,-0.08,0.42,0.05,-0.02,0.18,2.83,0.65,1.0
43,0.86,0.86,0.0071,-0.08,0.19,0.04,-0.03,0.16,3.52,0.7,1.0
43,0.37,0.38,0.003,-0.12,0.19,0.04,-0.04,0.2,1.55,0.63,1.0
43,0.5,0.52,0.0041,-0.12,0.19,0.04,-0.03,0.12,2.16,0.63,1.0
42,0.74,0.77,0.0061,-0.1,0.16,0.04,-0.03,0.11,3.26,0.71,1.0
45,0.98,0.98,0.0081,-0.07,0.44,0.05,-0.03,0.11,2.75,0.62,1.0
45,0.2,0.3,0.0016,-0.25,0.24,0.03,-0.03,0.25,0.73,0.6,1.0
39,0.23,0.23,0.0019,-0.17,0.28,0.05,-0.04,0.25,0.75,0.54,1.0
49,0.68,0.68,0.0056,-0.15,0.34,0.04,-0.03,0.2,2.17,0.63,1.0
49,0.42,0.51,0.0034,-0.13,0.21,0.03,-0.05,0.22,1.54,0.69,1.0
39,0.58,0.58,0.0048,-0.09,0.3,0.05,-0.03,0.22,2.03,0.54,1.0
39,0.25,0.37,0.0021,-0.14,0.22,0.04,-0.04,0.23,1.01,0.59,1.0
45,0.7,0.7,0.0058,-0.15,0.29,0.04,-0.03,0.15,2.44,0.62,1.0
45,0.79,0.79,0.0065,-0.17,0.55,0.06,-0.03,0.24,1.71,0.51,1.0
45,1.05,1.05,0.0087,-0.06,0.27,0.04,-0.03,0.12,3.82,0.71,1.0
45,0.28,0.36,0.0023,-0.19,0.28,0.04,-0.04,0.29,0.98,0.58,1.0
51,0.24,0.43,0.002,-0.29,0.14,0.03,-0.04,0.29,0.82,0.61,1.0
51,0.28,0.59,0.0023,-0.28,0.14,0.04,-0.04,0.32,0.93,0.61,1.0
48,0.47,0.56,0.0039,-0.09,0.19,0.03,-0.03,0.17,1.98,0.62,1.0
44,0.17,0.17,0.0014,-0.13,0.11,0.03,-0.04,0.39,0.8,0.59,1.0
44,0.8,0.82,0.0066,-0.08,0.2,0.04,-0.02,0.19,3.07,0.61,1.0
35,0.35,0.35,0.0029,-0.31,0.5,0.06,-0.04,0.46,0.78,0.49,1.0
39,0.63,0.69,0.0052,-0.14,0.37,0.06,-0.04,0.28,1.79,0.56,1.0
